Parent Tree Number,Vegetation Code,Parent Tree Reg Status Code,Local Number,Active Ind,Tested Ind,Breeding Program Ind,Selection Date,BC Source Ind,Client Number,Client Locn Code,Natural Selection Type Code,Geographic Location,Latitude Degrees,Latitude Minutes,Latitude Seconds,Longitude Degrees,Longitude Minutes,Longitude Seconds,Seed Plan Zone Code,Elevation, Selection Age,BGC Zone Code,BGC Subzone Code,BGC Variant,Breeding Selection Type Code,Female Parent Parent Tree Number,Male Parent Parent Tree Number,Parent Tree Comment
"2121","PLI","APP","1-1","N","N","N","2005-06-24","Y","00012797","09","PT","OMINCEA RM","56","7","0","124","25","0","FIN","762","87","","","","","","",""
"2122","PLI","APP","1-1","N","N","N","2005-06-24","Y","00012797","09","PT","OMINCEA RM","56","7","0","124","25","0","FIN","762","87","","","","","","",""
"2123","PLI","APP","1-1","N","N","N","2005-06-24","Y","00012797","09","PT","OMINCEA RM","56","7","0","124","25","0","FIN","762","86","","","","","","",""
"2124","PLI","APP","1-1","N","N","N","2005-06-24","Y","00012797","09","PT","OMINCEA RM","56","7","0","124","25","0","FIN","762","90","","","","","","",""
"2125","PLI","APP","1-2","N","N","N","2005-06-24","Y","00012797","09","PT","MSILINKA R","56","12","0","124","33","0","FIN","762","79","","","","","","",""
"2126","PLI","APP","1-2","N","N","N","2005-06-24","Y","00012797","09","PT","MSILINKA R","56","12","0","124","33","0","FIN","762","79","","","","","","",""
"2127","PLI","APP","1-2","N","N","N","2005-06-24","Y","00012797","09","PT","MSILINKA R","56","12","0","124","33","0","FIN","762","79","","","","","","",""
"2128","PLI","APP","1-3","N","N","N","2005-06-24","Y","00012797","09","PT","OMINCEA RM","56","8","0","124","32","0","FIN","762","103","","","","","","",""
"2129","PLI","APP","1-3","N","N","N","2005-06-24","Y","00012797","09","PT","OMINCEA RM","56","8","0","124","32","0","FIN","762","86","","","","","","",""
"2130","PLI","APP","1-3","N","N","N","2005-06-24","Y","00012797","09","PT","OMINCEA RM","56","8","0","124","32","0","FIN","762","91","","","","","","",""
"2131","PLI","APP","1-4","N","N","N","2005-06-24","Y","00012797","09","PT","OMINCEA RM","56","5","0","124","27","0","FIN","869","87","","","","","","",""
"2132","PLI","APP","1-4","N","N","N","2005-06-24","Y","00012797","09","PT","OMINCEA RM","56","5","0","124","27","0","FIN","869","84","","","","","","",""
"2133","PLI","APP","1-4","N","N","N","2005-06-24","Y","00012797","09","PT","OMINCEA RM","56","5","0","124","27","0","FIN","869","88","","","","","","",""
"2134","PLI","APP","1-4","N","N","N","2005-06-24","Y","00012797","09","PT","OMINCEA RM","56","5","0","124","27","0","FIN","869","81","","","","","","",""
"2135","PLI","APP","1-4","N","N","N","2005-06-24","Y","00012797","09","PT","OMINCEA RM","56","5","0","124","27","0","FIN","869","86","","","","","","",""
"2136","PLI","APP","1-4","N","N","N","2005-06-24","Y","00012797","09","PT","OMINCEA RM","56","5","0","124","27","0","FIN","869","87","","","","","","",""
"2137","PLI","APP","1-4","N","N","N","2005-06-24","Y","00012797","09","PT","OMINCEA RM","56","5","0","124","27","0","FIN","869","82","","","","","","",""
"2138","PLI","APP","2-1","N","N","N","2005-06-24","Y","00012797","09","PT","BLACK CAN","56","0","0","124","15","0","FIN","701","87","","","","","","",""
"2139","PLI","APP","2-1","N","N","N","2005-06-24","Y","00012797","09","PT","BLACK CAN","56","0","0","124","15","0","FIN","701","79","","","","","","",""
"2140","PLI","APP","2-1","N","N","N","2005-06-24","Y","00012797","09","PT","BLACK CAN","56","0","0","124","15","0","FIN","701","83","","","","","","",""
"2141","PLI","APP","3-1","N","N","N","2005-06-24","Y","00012797","09","PT","FRIES C","55","51","0","124","8","0","FIN","762","57","","","","","","",""
"2142","PLI","APP","3-1","N","N","N","2005-06-24","Y","00012797","09","PT","FRIES C","55","51","0","124","8","0","FIN","762","56","","","","","","",""
"2143","PLI","APP","3-1","N","N","N","2005-06-24","Y","00012797","09","PT","FRIES C","55","51","0","124","8","0","FIN","762","57","","","","","","",""
"2144","PLI","APP","3-1","N","N","N","2005-06-24","Y","00012797","09","PT","FRIES C","55","51","0","124","8","0","FIN","762","54","","","","","","",""
"2145","PLI","APP","3-1","N","N","N","2005-06-24","Y","00012797","09","PT","FRIES C","55","51","0","124","8","0","FIN","762","51","","","","","","",""
"2146","PLI","APP","3-1","N","N","N","2005-06-24","Y","00012797","09","PT","FRIES C","55","51","0","124","8","0","FIN","762","53","","","","","","",""
"2147","PLI","APP","3-1","Y","Y","Y","2005-06-24","Y","00012797","09","PT","FRIES C","55","51","0","124","8","0","FIN","762","56","","","","","","",""
"2148","PLI","APP","3-2","Y","Y","Y","2005-06-24","Y","00012797","09","PT","SHOAL L","55","48","0","124","5","0","FIN","762","59","","","","","","",""
"2149","PLI","APP","3-2","Y","Y","Y","2005-06-24","Y","00012797","09","PT","SHOAL L","55","48","0","124","5","0","FIN","762","61","","","","","","",""
"2150","PLI","APP","3-2","N","N","N","2005-06-24","Y","00012797","09","PT","SHOAL L","55","48","0","124","5","0","FIN","762","59","","","","","","",""
"2151","PLI","APP","3-2","Y","Y","Y","2005-06-24","Y","00012797","09","PT","SHOAL L","55","48","0","124","5","0","FIN","762","61","","","","","","",""
"2152","PLI","APP","3-3","N","N","N","2005-06-24","Y","00012797","09","PT","EKLUND C","55","48","0","124","4","0","FIN","762","58","","","","","","",""
"2153","PLI","APP","3-3","N","N","N","2005-06-24","Y","00012797","09","PT","EKLUND C","55","48","0","124","4","0","FIN","762","61","","","","","","",""
"2154","PLI","APP","3-3","N","N","N","2005-06-24","Y","00012797","09","PT","EKLUND C","55","48","0","124","4","0","FIN","762","87","","","","","","",""
"2155","PLI","APP","3-4","N","N","N","2005-06-24","Y","00012797","09","PT","EKLUND C","55","47","0","124","2","0","FIN","762","87","","","","","","",""
"2156","PLI","APP","3-4","N","N","N","2005-06-24","Y","00012797","09","PT","EKLUND C","55","47","0","124","2","0","FIN","762","89","","","","","","",""
"2157","PLI","APP","4-1","N","N","N","2005-06-24","Y","00012797","09","PT","MANSON RM","55","43","0","123","54","0","FIN","762","124","","","","","","",""
"2158","PLI","APP","4-1","N","N","N","2005-06-24","Y","00012797","09","PT","MANSON RM","55","43","0","123","54","0","FIN","762","128","","","","","","",""
"2159","PLI","APP","4-1","N","N","N","2005-06-24","Y","00012797","09","PT","MANSON RM","55","43","0","123","54","0","FIN","762","125","","","","","","",""
"2160","PLI","APP","4-1","N","N","N","2005-06-24","Y","00012797","09","PT","MANSON RM","55","43","0","123","54","0","FIN","762","126","","","","","","",""
"2161","PLI","APP","4-1","N","N","N","2005-06-24","Y","00012797","09","PT","MANSON RM","55","43","0","123","54","0","FIN","762","127","","","","","","",""
"2162","PLI","APP","6-1","N","N","N","2005-06-24","Y","00012797","09","PT","MANSON L","55","41","0","124","25","0","FIN","883","85","","","","","","",""
"2163","PLI","APP","6-1","N","N","N","2005-06-24","Y","00012797","09","PT","MANSON L","55","41","0","124","25","0","FIN","883","79","","","","","","",""
"2164","PLI","APP","6-1","N","N","N","2005-06-24","Y","00012797","09","PT","MANSON L","55","41","0","124","25","0","FIN","883","78","","","","","","",""
"2165","PLI","APP","6-2","N","N","N","2005-06-24","Y","00012797","09","PT","MANSON L","55","40","0","124","23","0","FIN","883","96","","","","","","",""
"2166","PLI","APP","6-2","N","N","N","2005-06-24","Y","00012797","09","PT","MANSON L","55","40","0","124","23","0","FIN","883","95","","","","","","",""
"2167","PLI","APP","6-2","N","N","N","2005-06-24","Y","00012797","09","PT","MANSON L","55","40","0","124","23","0","FIN","883","91","","","","","","",""
"2168","PLI","APP","5-1","N","N","N","2005-06-24","Y","00012797","09","PT","MUNRO C","55","32","0","124","4","0","FIN","853","98","","","","","","",""
"2169","PLI","APP","5-1","N","N","N","2005-06-24","Y","00012797","09","PT","MUNRO C","55","32","0","124","4","0","FIN","853","95","","","","","","",""
"2170","PLI","APP","4-3","N","N","N","2005-06-24","Y","00012797","09","PT","MANSON RM","55","41","0","123","52","0","FIN","731","70","","","","","","",""
"2171","PLI","APP","4-3","N","N","N","2005-06-24","Y","00012797","09","PT","MANSON RM","55","41","0","123","52","0","FIN","731","90","","","","","","",""
"2172","PLI","APP","4-2","N","N","N","2005-06-24","Y","00012797","09","PT","MANSON RM","55","46","0","123","47","0","FIN","701","113","","","","","","",""
"2173","PLI","APP","4-2","N","N","N","2005-06-24","Y","00012797","09","PT","MANSON RM","55","46","0","123","47","0","FIN","701","115","","","","","","",""
"2174","PLI","APP","4-2","N","N","N","2005-06-24","Y","00012797","09","PT","MANSON RM","55","46","0","123","47","0","FIN","701","119","","","","","","",""
"2175","PLI","APP","4-2","N","N","N","2005-06-24","Y","00012797","09","PT","MANSON RM","55","46","0","123","47","0","FIN","701","115","","","","","","",""
"2176","PLI","APP","4-2","N","N","N","2005-06-24","Y","00012797","09","PT","MANSON RM","55","46","0","123","47","0","FIN","701","105","","","","","","",""
"2177","PLI","APP","4-2","N","N","N","2005-06-24","Y","00012797","09","PT","MANSON RM","55","44","0","123","47","0","FIN","701","115","","","","","","",""
"2178","PLI","APP","4-2","N","N","N","2005-06-24","Y","00012797","09","PT","MANSON RM","55","44","0","123","47","0","FIN","701","111","","","","","","",""
"2179","PLI","APP","4-2","Y","Y","Y","2005-06-24","Y","00012797","09","PT","MANSON RM","55","44","0","123","47","0","FIN","701","114","","","","","","",""
"2180","PLI","APP","4-2","N","N","N","2005-06-24","Y","00012797","09","PT","MANSON RM","55","44","0","123","47","0","FIN","701","112","","","","","","",""
"2181","PLI","APP","4-2","N","N","N","2005-06-24","Y","00012797","09","PT","MANSON RM","55","44","0","123","47","0","FIN","701","104","","","","","","",""
"2182","PLI","APP","4-2","Y","Y","Y","2005-06-24","Y","00012797","09","PT","MANSON RM","55","44","0","123","47","0","FIN","701","97","","","","","","",""
"2183","PLI","APP","4-2","N","N","N","2005-06-24","Y","00012797","09","PT","MANSON RM","55","44","0","123","47","0","FIN","701","94","","","","","","",""
"2184","PLI","APP","4-4","N","N","N","2005-06-24","Y","00012797","09","PT","MANSON RM","55","37","0","123","50","0","FIN","746","72","","","","","","",""
"2185","PLI","APP","7-1","N","N","N","2005-06-24","Y","00012797","09","PT","BLACKWTR C","55","35","0","123","45","0","FIN","883","151","","","","","","",""
"2186","PLI","APP","7-2","N","N","N","2005-06-24","Y","00012797","09","PT","BLACKWTR C","55","33","0","123","45","0","FIN","914","159","","","","","","",""
"2187","PLI","APP","9-1","N","N","N","2005-06-24","Y","00012797","09","PT","NATION R","55","22","0","123","45","0","FIN","914","61","","","","","","",""
"2188","PLI","APP","9-1","N","N","N","2005-06-24","Y","00012797","09","PT","NATION R","55","22","0","123","45","0","FIN","914","65","","","","","","",""
"2189","PLI","APP","8-1","N","N","N","2005-06-24","Y","00012797","09","PT","NATION BAY","55","28","0","123","33","0","FIN","701","44","","","","","","",""
"2190","PLI","APP","8-2","N","N","N","2005-06-24","Y","00012797","09","PT","NATION BAY","55","29","0","123","29","0","FIN","701","110","","","","","","",""
"2191","PLI","APP","8-3","N","N","N","2005-06-24","Y","00012797","09","PT","NATION BAY","55","27","0","123","23","0","FIN","762","104","","","","","","",""
"2192","PLI","APP","8-3","N","N","N","2005-06-24","Y","00012797","09","PT","NATION BAY","55","27","0","123","23","0","FIN","762","107","","","","","","",""
"2193","PLI","APP","11-2","N","N","N","2005-06-24","Y","00012797","09","PT","PARSNIP R","55","8","0","122","53","0","FIN","701","67","","","","","","",""
"2194","PLI","APP","11-2","N","N","N","2005-06-24","Y","00012797","09","PT","PARSNIP R","55","8","0","122","53","0","FIN","701","68","","","","","","",""
"2195","PLI","APP","11-2","N","N","N","2005-06-24","Y","00012797","09","PT","PARSNIP R","55","8","0","122","53","0","FIN","701","78","","","","","","",""
"2196","PLI","APP","11-2","Y","Y","Y","2005-06-24","Y","00012797","09","PT","PARSNIP R","55","8","0","122","53","0","FIN","701","78","","","","","","",""
"2197","PLI","APP","11-2","N","N","N","2005-06-24","Y","00012797","09","PT","PARSNIP R","55","8","0","122","53","0","FIN","701","78","","","","","","",""
"2198","PLI","APP","12-1","N","N","N","2005-06-24","Y","00012797","09","PT","GATAIGA C","55","13","0","123","5","0","FIN","678","56","","","","","","",""
"2199","PLI","APP","12-1","N","N","N","2005-06-24","Y","00012797","09","PT","GATAIGA C","55","13","0","123","5","0","FIN","678","55","","","","","","",""
"2200","PLI","APP","11-1","N","N","N","2005-06-24","Y","00012797","09","PT","PARSNIP R","55","10","0","122","55","0","FIN","746","62","","","","","","",""
"2201","PLI","APP","11-1","N","N","N","2005-06-24","Y","00012797","09","PT","PARSNIP R","55","10","0","122","55","0","FIN","746","0","","","","","","",""
"2202","PLI","APP","11-1","N","N","N","2005-06-24","Y","00012797","09","PT","PARSNIP R","55","10","0","122","55","0","FIN","746","64","","","","","","",""
"2203","PLI","APP","11-1","N","N","N","2005-06-24","Y","00012797","09","PT","PARSNIP R","55","10","0","122","55","0","FIN","746","74","","","","","","",""
"2204","PLI","APP","12-1","N","N","N","2005-06-24","Y","00012797","09","PT","GATAIGA C","55","13","0","123","5","0","FIN","678","52","","","","","","",""
"2205","PLI","APP","12-1","N","N","N","2005-06-24","Y","00012797","09","PT","GATAIGA C","55","13","0","123","5","0","FIN","678","54","","","","","","",""
"2206","PLI","APP","12-1","N","N","N","2005-06-24","Y","00012797","09","PT","GATAIGA C","55","13","0","123","5","0","FIN","678","53","","","","","","",""
"2207","PLI","APP","12-1","N","N","N","2005-06-24","Y","00012797","09","PT","GATAIGA C","55","13","0","123","5","0","FIN","678","53","","","","","","",""
"2208","PLI","APP","13-2","N","N","N","2005-06-24","Y","00012797","09","PT","FINLAY BAY","55","53","0","123","45","0","FIN","716","60","","","","","","",""
"2209","PLI","APP","13-2","N","N","N","2005-06-24","Y","00012797","09","PT","FINLAY BAY","55","53","0","123","45","0","FIN","716","61","","","","","","",""
"2210","PLI","APP","13-2","N","N","N","2005-06-24","Y","00012797","09","PT","FINLAY BAY","55","53","0","123","45","0","FIN","716","103","","","","","","",""
"2211","PLI","APP","13-2","N","N","N","2005-06-24","Y","00012797","09","PT","FINLAY BAY","55","53","0","123","45","0","FIN","716","63","","","","","","",""
"2212","PLI","APP","13-2","N","N","N","2005-06-24","Y","00012797","09","PT","FINLAY BAY","55","53","0","123","45","0","FIN","716","63","","","","","","",""
"2213","PLI","APP","13-2","N","N","N","2005-06-24","Y","00012797","09","PT","FINLAY BAY","55","53","0","123","45","0","FIN","716","63","","","","","","",""
"2214","PLI","APP","13-1","N","N","N","2005-06-24","Y","00012797","09","PT","FINLAY BAY","55","55","0","123","46","0","FIN","716","100","","","","","","",""
"2215","PLI","APP","13-1","N","N","N","2005-06-24","Y","00012797","09","PT","FINLAY BAY","55","55","0","123","46","0","FIN","716","104","","","","","","",""
"2216","PLI","APP","13-1","N","N","N","2005-06-24","Y","00012797","09","PT","FINLAY BAY","55","55","0","123","46","0","FIN","716","104","","","","","","",""
"2217","PLI","APP","10-1","N","N","N","2005-06-24","Y","00012797","09","PT","LIGNITE C","55","10","0","123","12","0","FIN","762","70","","","","","","",""
"2218","PLI","APP","10-1","N","N","N","2005-06-24","Y","00012797","09","PT","LIGNITE C","55","10","0","123","12","0","FIN","762","70","","","","","","",""
"2219","PLI","APP","10-1","N","N","N","2005-06-24","Y","00012797","09","PT","LIGNITE C","55","10","0","123","12","0","FIN","762","73","","","","","","",""
"2220","PLI","APP","10-1","N","N","N","2005-06-24","Y","00012797","09","PT","LIGNITE C","55","10","0","123","12","0","FIN","762","72","","","","","","",""
"2221","PLI","APP","762","N","N","N","2005-06-24","Y","00012797","09","PT","LIGNITE C","55","10","0","123","12","0","FIN","762","72","","","","","","",""
"2222","PLI","APP","10-1","Y","Y","Y","2005-06-24","Y","00012797","09","PT","LIGNITE C","55","10","0","123","12","0","FIN","762","71","","","","","","",""
"2223","PLI","APP","10-1","N","N","N","2005-06-24","Y","00012797","09","PT","LIGNITE C","55","10","0","123","12","0","FIN","762","72","","","","","","",""
"2224","PLI","APP","10-1","N","N","N","2005-06-24","Y","00012797","09","PT","LIGNITE C","55","10","0","123","12","0","FIN","762","72","","","","","","",""
"2225","PLI","APP","10-1","N","N","N","2005-06-24","Y","00012797","09","PT","LIGNITE C","55","10","0","123","12","0","FIN","762","75","","","","","","",""
"2226","PLI","APP","10-1","N","N","N","2005-06-24","Y","00012797","09","PT","LIGNITE C","55","10","0","123","12","0","FIN","762","71","","","","","","",""
"2227","PLI","APP","10-1","N","N","N","2005-06-24","Y","00012797","09","PT","LIGNITE C","55","10","0","123","12","0","FIN","762","71","","","","","","",""
"2228","PLI","APP","10-4","N","N","N","2005-06-24","Y","00012797","09","PT","LIGNITE C","55","8","0","123","14","0","FIN","822","70","","","","","","",""
"2229","PLI","APP","10-3","N","N","N","2005-06-24","Y","00012797","09","PT","LIGNITE C","55","10","0","123","10","0","FIN","731","61","","","","","","",""
"2230","PLI","APP","10-3","N","N","N","2005-06-24","Y","00012797","09","PT","LIGNITE C","55","10","0","123","10","0","FIN","731","75","","","","","","",""
"2231","PLI","APP","10-3","N","N","N","2005-06-24","Y","00012797","09","PT","LIGNITE C","55","10","0","123","10","0","FIN","731","69","","","","","","",""
"2232","PLI","APP","10-2","N","N","N","2005-06-24","Y","00012797","09","PT","LIGNITE C","55","11","0","123","10","0","FIN","716","71","","","","","","",""
"2233","PLI","APP","10-2","N","N","N","2005-06-24","Y","00012797","09","PT","LIGNITE C","55","11","0","123","10","0","FIN","716","72","","","","","","",""
"2234","PLI","APP","10-2","N","N","N","2005-06-24","Y","00012797","09","PT","LIGNITE C","55","11","0","123","10","0","FIN","716","72","","","","","","",""
"2235","PLI","APP","10-2","N","N","N","2005-06-24","Y","00012797","09","PT","LIGNITE C","55","11","0","123","10","0","FIN","716","72","","","","","","",""
"2236","PLI","APP","10-2","N","N","N","2005-06-24","Y","00012797","09","PT","LIGNITE C","55","11","0","123","10","0","FIN","716","90","","","","","","",""
"2237","PLI","APP","10-2","Y","Y","Y","2005-06-24","Y","00012797","09","PT","LIGNITE C","55","11","0","123","10","0","FIN","716","69","","","","","","",""
"2238","PLI","APP","10.2","N","N","N","2005-06-24","Y","00012797","09","PT","LIGNITE C","55","11","0","123","10","0","FIN","716","72","","","","","","",""
"2239","PLI","APP","10-2","N","N","N","2005-06-24","Y","00012797","09","PT","LIGNITE C","55","11","0","123","10","0","FIN","716","73","","","","","","",""
"2240","PLI","APP","10-2","N","N","N","2005-06-24","Y","00012797","09","PT","LIGNITE C","55","11","0","123","10","0","FIN","716","73","","","","","","",""
"2241","PLI","APP","10-5","N","N","N","2005-06-24","Y","00012797","09","PT","PACK R","55","8","0","123","8","0","FIN","762","50","","","","","","",""
"2242","PLI","APP","10-5","N","N","N","2005-06-24","Y","00012797","09","PT","PACK R","55","8","0","123","8","0","FIN","762","51","","","","","","",""
"2243","PLI","APP","11-3","N","N","N","2005-06-24","Y","00012797","09","PT","PARSNIP R","55","8","0","123","3","0","FIN","685","87","","","","","","",""
"2244","PLI","APP","11-3","Y","N","N","2005-06-24","Y","00012797","09","PT","PARSNIP R","55","8","0","123","3","0","FIN","685","81","","","","","","",""
"2245","PLI","APP","12-1","N","N","N","2005-06-24","Y","00012797","09","PT","GATAIGA C","55","13","0","123","5","0","FIN","678","49","","","","","","",""
"3032","PLI","APP","","Y","Y","N","1983-02-07","Y","00012797","09","PT","CULLON CK","55","39","0","128","5","0","NST","600","50","","","","","","",""
"3033","PLI","APP","","Y","Y","N","1983-02-09","Y","00012797","09","PT","CULLON CK","55","39","0","128","5","0","NST","650","59","ICH","","","","","",""
"3034","PLI","APP","","Y","Y","N","1983-02-09","Y","00012797","09","PT","CULLON CK","55","39","0","128","5","0","NST","700","59","","","","","","",""
"3040","PLI","APP","","Y","Y","N","1983-06-23","Y","00012797","09","PT","BIG OLIVER","54","50","0","128","18","0","NST","150","41","ICH","","","","","",""
"3041","PLI","APP","","Y","Y","N","1983-06-24","Y","00012797","09","PT","BIG OLIVER","54","50","0","128","18","0","NST","150","47","ICH","","","","","",""
"3042","PLI","APP","","Y","Y","N","1983-06-28","Y","00012797","09","PT","BIG OLIVER","54","49","0","128","20","0","NST","150","43","ICH","","","","","",""
"3043","PLI","APP","","Y","Y","N","1983-06-28","Y","00012797","09","PT","LTL OLIVER","54","48","0","128","15","0","NST","150","52","CWH","","","","","",""
"3044","PLI","APP","","Y","Y","N","1983-06-28","Y","00012797","09","PT","LTL OLIVER","54","48","0","128","15","0","NST","150","1","ICH","","","","","",""
"3045","PLI","APP","","Y","Y","N","1983-07-05","Y","00012797","09","PT","DEVILELBOW","54","50","0","128","17","0","NST","180","75","ICH","","","","","",""
"3046","PLI","APP","","Y","Y","N","1983-07-05","Y","00012797","09","PT","DEVILELBOW","54","50","0","128","17","0","NST","180","1","ICH","","","","","",""
"3047","PLI","APP","","Y","N","N","1983-07-05","Y","00012797","09","PT","DEVILELBOW","54","52","0","128","17","0","NST","170","73","ICH","","","","","",""
"3048","PLI","APP","","Y","Y","N","1983-07-28","Y","00012797","09","PT","COYOTE CK","54","59","0","128","19","0","NST","320","62","ICH","","","","","",""
"3049","PLI","APP","","Y","Y","N","1983-07-07","Y","00012797","09","PT","PRICE CK","55","4","0","128","8","0","NST","240","47","ICH","","","","","",""
"3050","PLI","APP","","Y","Y","N","1983-07-07","Y","00012797","09","PT","PRICE CK","55","4","0","128","8","0","NST","240","46","ICH","","","","","",""
"3051","PLI","APP","","Y","Y","N","1983-07-07","Y","00012797","09","PT","PRICE CK","55","4","0","128","8","0","NST","240","55","ICH","","","","","",""
"3052","PLI","APP","","Y","Y","N","1983-07-07","Y","00012797","09","PT","PRICE CK","55","4","0","128","8","0","NST","240","47","ICH","","","","","",""
"3053","PLI","APP","","Y","Y","N","1983-07-08","Y","00012797","09","PT","VAN DYKE","55","54","0","129","3","0","NST","250","65","ICH","","","","","",""
"3054","PLI","APP","","Y","Y","N","1983-07-11","Y","00012797","09","PT","VAN DYKE","55","54","0","129","2","0","NST","250","63","ICH","","","","","",""
"3055","PLI","APP","","Y","Y","N","1983-07-11","Y","00012797","09","PT","VAN DYKE","55","52","0","129","0","0","NST","225","65","ICH","","","","","",""
"3056","PLI","APP","","N","N","N","1983-07-11","Y","00012797","09","PT","VAN DYKE","55","52","0","128","59","0","NST","225","100","ICH","","","","","",""
"3057","PLI","APP","","Y","Y","N","1983-07-12","Y","00012797","09","PT","VAN DYKE","55","52","0","128","59","0","NST","210","92","ICH","","","","","",""
"3058","PLI","APP","","Y","Y","N","1983-07-08","Y","00012797","09","PT","VAN DYKE","55","45","0","128","51","0","NST","225","89","ICH","","","","","",""
"3059","PLI","APP","","Y","N","N","1983-07-12","Y","00012797","09","PT","VAN DYKE","55","43","0","128","49","0","NST","225","75","ICH","","","","","",""
"3060","PLI","APP","","Y","Y","N","1983-07-12","Y","00012797","09","PT","VAN DYKE","55","42","0","128","49","0","NST","225","80","ICH","","","","","",""
"3061","PLI","APP","","Y","Y","N","1983-07-13","Y","00012797","09","PT","GRIZZLY LK","55","40","0","128","43","0","NST","320","72","ICH","","","","","",""
"3062","PLI","APP","","Y","Y","N","1983-07-13","Y","00012797","09","PT","SIDESLIP L","55","38","0","128","42","0","NST","220","75","ICH","","","","","",""
"3063","PLI","APP","","Y","Y","N","1983-07-13","Y","00012797","09","PT","SIDESLIP L","55","39","0","128","42","0","NST","350","65","ICH","","","","","",""
"3064","PLI","APP","","Y","Y","N","1983-07-13","Y","00012797","09","PT","SIDESLIP L","55","38","0","128","41","0","NST","355","65","ICH","","","","","",""
"3065","PLI","APP","","Y","Y","N","1983-07-13","Y","00012797","09","PT","SIDESLIP L","55","38","0","128","40","0","NST","380","65","ICH","","","","","",""
"3066","PLI","APP","","Y","Y","N","1983-07-13","Y","00012797","09","PT","SIDESLIP L","55","38","0","128","42","0","NST","350","69","ICH","","","","","",""
"3067","PLI","APP","","N","N","N","1983-07-14","Y","00012797","09","PT","BORDEN L","55","36","0","128","42","0","NST","290","72","ICH","","","","","",""
"3068","PLI","APP","","N","N","N","1983-07-14","Y","00012797","09","PT","BORDEN L","55","36","0","128","42","0","NST","280","80","ICH","","","","","",""
"3069","PLI","APP","","N","N","N","1983-07-14","Y","00012797","09","PT","BORDEN L","55","36","0","128","45","0","NST","200","73","ICH","","","","","",""
"3070","PLI","APP","","N","N","N","1983-07-14","Y","00012797","09","PT","BORDEN L","55","36","0","128","45","0","NST","190","67","ICH","","","","","",""
"3071","PLI","APP","","N","N","N","1983-07-14","Y","00012797","09","PT","BORDEN L","55","35","0","128","45","0","NST","190","74","ICH","","","","","",""
"3072","PLI","APP","","N","N","N","1983-07-18","Y","00012797","09","PT","KINSKUCH R","55","32","0","128","58","0","NST","260","87","ICH","","","","","",""
"3073","PLI","APP","","N","N","N","1983-07-19","Y","00012797","09","PT","KINSKUCH R","55","30","0","128","58","0","NST","240","100","ICH","","","","","",""
"3074","PLI","APP","","N","N","N","1983-07-19","Y","00012797","09","PT","KINSKUCH R","55","28","0","128","54","0","NST","340","63","ICH","","","","","",""
"3075","PLI","APP","","Y","Y","N","1983-07-20","Y","00012797","09","PT","AIYANSH","55","14","0","129","1","0","NST","200","60","ICH","","","","","",""
"3076","PLI","APP","","N","N","N","1983-07-20","Y","00012797","09","PT","AIYANSH","55","14","0","129","0","0","NST","200","57","ICH","","","","","",""
"3077","PLI","APP","","Y","Y","N","1983-07-26","Y","00012797","09","PT","PRICE CK","55","13","0","127","23","0","NST","245","53","ICH","","","","","",""
"3078","PLI","APP","","Y","Y","N","1983-07-22","Y","00012797","09","PT","PRICE CK","55","4","0","128","7","0","NST","250","53","ICH","","","","","",""
"3079","PLI","APP","","Y","Y","N","1983-07-28","Y","00012797","09","PT","BULKLEYCYN","55","13","0","127","23","0","NST","350","73","ICH","","","","","",""
"3080","PLI","APP","","Y","Y","N","1983-07-28","Y","00012797","09","PT","BULKLEYCYN","55","13","0","127","23","0","NST","350","88","ICH","","","","","",""
"3081","PLI","APP","","Y","Y","N","1983-07-29","Y","00012797","09","PT","SUSKWA R","55","18","0","127","16","0","NST","700","60","ICH","","","","","",""
"3082","PLI","APP","","Y","Y","N","1984-01-25","Y","00012797","09","PT","KISPIOX R","55","37","0","128","6","0","NST","439","1","ICH","","","","","",""
"3083","PLI","APP","","Y","Y","N","1984-01-25","Y","00012797","09","PT","KISPIOX R","55","36","0","128","6","0","NST","457","1","ICH","","","","","",""
"3084","PLI","APP","","N","N","N","1984-01-25","Y","00012797","09","PT","MITTEN L","55","34","0","128","2","0","NST","372","0","ICH","","","","","",""
"3085","PLI","APP","","Y","Y","N","1984-01-25","Y","00012797","09","PT","MITTEN L","55","30","0","128","1","0","NST","335","1","ICH","","","","","",""
"3086","PLI","APP","","N","N","N","1984-01-25","Y","00012797","09","PT","KISPOIX R","55","31","0","127","57","0","NST","286","0","ICH","","","","","",""
"3087","PLI","APP","","Y","Y","N","1984-01-25","Y","00012797","09","PT","DATE CK","55","20","0","127","49","0","NST","360","1","ICH","","","","","",""
"3088","PLI","APP","","Y","Y","N","1984-01-25","Y","00012797","09","PT","DATE CK","55","20","0","127","48","0","NST","360","1","ICH","","","","","",""
"3089","PLI","APP","","Y","Y","N","1983-07-21","Y","00012797","09","PT","SALMON R","55","21","0","127","38","0","NST","285","82","ICH","","","","","",""
"3090","PLI","APP","","Y","Y","N","1983-07-21","Y","00012797","09","PT","SUSKWA R","55","15","0","127","24","0","NST","370","61","ICH","","","","","",""
"3091","PLI","APP","","Y","Y","N","1983-07-21","Y","00012797","09","PT","SUSKWA R","55","15","0","127","24","0","NST","365","68","ICH","","","","","",""
